Gene ID	source_id	sense - ring	sense - schizont	sense - troph	antisense - ring	antisense - schizont	antisense - troph	sense - Late Trophozoite	sense - Schizont	sense - Gametocyte II	sense - Gametocyte V	sense - asexual blood stages	sense - midgut oocysts	sense - salivary gland sporozoites	sense - 40-5 hours post-invasion	sense - 2-10 hours post-invasion	sense - 7-15 hours post-invasion	sense - 12-20 hours post-invasion	sense - 17-25 hours post-invasion	sense - 32-40 hours post-invasion	sense - 27-35 hours post-invasion	sense - 22-30 hours post-invasion	sense - T05	sense - T10	sense - T15	sense - T20	sense - T30	sense - T25	sense - T35	sense - T40
PF3D7_1033300	PF3D7_1033300.1	59.41	23.32	182.68	2.9	1.1	13.69	54.32	8.46	21.62	1.73	2.35	6.26	0	6.34	15.16	30.36	24.2	56.21	31.44	56.78	58.68	15.96	43.51	55.4	110.42	146.45	153.35	99.23	45.57
PF3D7_1033400	PF3D7_1033400.1	1204.38	239.84	1653.07	199.2	29.7	254.93	424.91	51.68	23.5	3.11	96.78	57.09	2.5	56.19	371.48	656.38	816.26	1114.16	173.41	526.89	993.87	143.85	701.08	1509.66	2248.66	1632.91	2623.13	989.44	250.47
PF3D7_1033500	PF3D7_1033500.1	114.04	78.4	145.11	13.97	8.29	17.47	21.92	30.83	4.45	7.57	54.94	13.55	53.29	19.85	50.44	76.72	60.2	54.66	53.56	47.91	47.92	64.85	122.1	135.67	135.33	121.95	123.64	126.36	111.84
PF3D7_1033600	PF3D7_1033600.1	297.46	76.18	226.04	40.4	10.01	33.04	3.98	43.37	6.56	9.28	31.93	27.7	19.63	121.93	342.09	363.41	301.68	258.94	161.48	228	239.15	177.83	387.23	394.67	329.06	271.33	311.59	280.09	192.91
PF3D7_1033700	PF3D7_1033700.1	216.67	60.25	196.02	38	8.32	30.55	98	41.36	13.68	32.6	71.26	46.04	32.39	43.48	125.57	166.13	116.77	139.31	92.32	138.78	138.84	100.12	212.64	246.35	237.45	248.43	234.2	233.96	143.1
PF3D7_1033800	PF3D7_1033800.1	2.27	1.71	0.42	0.4	0	0	0.61	0.24	7.36	138.63	213.44	0.85	1.85	1.58	1.42	0.84	0.61	0.88	0.77	0.31	0.69	3.13	5.27	5.99	2.42	2.22	1.82	1.11	7.12
PF3D7_1033900	PF3D7_1033900.1	43.16	220.63	68.16	13.8	58.26	17.61	122.49	167.33	280.29	171.19	105.4	11.18	62.95	37.65	21	20.44	16.87	10.26	155.94	34.07	11.47	91.78	37.14	28.58	18.09	23.55	9.74	80.67	206.27
PF3D7_1034000	PF3D7_1034000.1	108.03	131.6	152.02	11.54	9.75	13.4	34.99	43.05	6.96	12.19	58.62	16.54	9.24	14.62	38.36	62.96	40	31.78	68.26	48.79	35.4	41.45	63.07	84.08	75.53	87.46	60.21	118.47	138.81
PF3D7_1034100	PF3D7_1034100.1	1.27	9.16	23.99	6.92	5.73	12.04	6.85	3.86	30.69	19.1	12.17	2.06	0	1.12	0.3	0	0	0.94	7.85	9.8	3.76	2	1.35	1.32	0	20.29	6.8	22.33	35.88
PF3D7_1034200	PF3D7_1034200.1	9.52	93.52	81.35	0	9.46	10.37	76.39	32.87	49.99	99.89	51.78	8.16	0.75	7.36	2.78	0.66	1.41	4.3	45.02	25.44	16.24	11.83	3.1	1.73	2.18	20.29	8.6	30.95	47.43
PF3D7_1034300	PF3D7_1034300.1	0	0	0.83	0	0	0	0.39	0.61	1.49	10.58	37.96	0.68	2.33	0.45	0.16	0.63	0.23	0.41	0.27	0.11	0.42	1.6	2.33	2.28	1.76	0.94	0.52	1.21	3.63
PF3D7_1034400	PF3D7_1034400.1	14.76	64.33	188.89	2.81	12.02	34.65	17.45	29.3	4.73	14.22	2.89	59.7	1.26	11.69	3.91	2.18	1.33	30.97	85.33	129.57	114.46	7.26	1.88	0.97	1.46	63.03	32.12	62.4	41.28
PF3D7_1034500	PF3D7_1034500.1	7.52	48.95	78.54	1.62	9.72	14.42	5.17	20.65	2.05	2.62	3.64	6.53	1.7	10.42	1.95	1.14	1	13.41	81.4	71.89	47.71	34.7	9.68	2.19	4.24	139.91	66.86	175.53	189.47
PF3D7_1034600	PF3D7_1034600.1	15.26	130.37	92.4	1.18	9.15	5.93	56.27	42.72	26.92	3.35	4.89	15.57	2.92	49.04	8.23	7.01	2.69	7.7	112.68	91.35	42.73	133.48	31	4.57	1.53	144.7	43.97	199.2	268.03
PF3D7_1034700	PF3D7_1034700.1	28.02	229.51	81.21	2.68	16.83	6.46	37.57	35.43	6.01	16.6	41.52	4.74	0.65	19.41	1.74	0.53	0.23	2.61	38.39	11.91	4.91	58.81	13.2	1.55	1.3	21.72	5.7	43.73	113.61
PF3D7_1034800	PF3D7_1034800.1	12.38	63.84	88.85	3.96	8.72	13.8	25.67	19.35	25.1	6.76	5.57	11.75	0.92	10.76	2.22	0.86	2.07	28.61	22.72	39.53	43.86	26.38	4.37	2.42	18.43	81.66	71.87	69.12	47.86
PF3D7_1034900	PF3D7_1034900.1	491.3	286.88	663.36	78.96	39.98	94.65	14.41	109.26	5.04	8.08	47.56	43.58	11.11	109.89	288.77	304.17	146.12	115.63	257.2	346.75	231.23	177.65	381.9	336.41	181.54	464.79	222.97	459.65	267.53
PF3D7_1035000	PF3D7_1035000.1	34.73	7.02	18.31	4.63	1.4	3.17	0.55	3.49	1.04	1.32	10.02	5.58	0.8	3.55	16.43	31.89	22.25	30.02	5.67	14.11	22.62	12.17	31.95	51.16	49.67	37.86	45.35	17.91	12.37
PF3D7_1035100	PF3D7_1035100.1	40.47	465.45	28.33	8.41	65.63	4.86	31.01	307.07	2.58	19.84	18.65	0.54	1.64	134.28	15.97	5.24	2.13	1.11	145.04	8.52	0.92	325.04	57.72	6.79	1.39	0.85	0.92	49.83	490.99
PF3D7_1035200	PF3D7_1035200.1	2430.23	45255.48	789.02	937.89	18079.35	327.77	0	14.11	712.23	272.19	0	0	0.07	47181.82	5033.39	874.47	242.88	66.49	15776.14	260.12	156.95	10635.59	2212.83	229.63	24.11	5.81	3.67	456.32	8678.33
PF3D7_1035300	PF3D7_1035300.1	204.97	979.29	3.27	20.25	89.39	0.13	0.63	573.63	1.97	2.23	0.56	0	0.57	553.17	92.2	24.83	6.55	2.59	24.54	1.16	2.6	522.82	198.9	23.52	3.27	0.65	0.75	2.17	146.8
PF3D7_1035400	PF3D7_1035400.1	726.87	3400.31	79.66	82.75	366.55	10.79	56.96	516.1	3.48	5.11	1.72	0.08	2.83	6069.64	1043.94	208.11	50.76	20.62	323.76	83.02	49.49	5964.05	2116.82	280.48	36.08	78.02	27.99	217.14	1431.07
PF3D7_1035500	PF3D7_1035500.1	524.58	2468.31	10.92	51.26	210.62	0.38	2.25	416.14	3.43	1.93	0.77	0	1.05	8371.82	1398.7	293.12	71.48	114.82	76.44	16.98	113.48	8079.67	3093.25	370.61	69.22	45.57	134.04	18.73	950.3
PF3D7_1035600	PF3D7_1035600.1	34.26	219.09	9.8	5.61	29.74	2.22	16.45	129.74	1.14	0.63	0	0	1.51	135.17	14.31	2.83	1.06	1.08	92.03	3.76	1.55	235.63	61.47	6.36	1.51	1.5	1.68	37.62	349.38
PF3D7_1035700	PF3D7_1035700.1	459.82	2360.99	70.64	85.54	423.6	12.37	3.23	344.03	3.08	1.93	1.43	0	1.45	1662.07	323.24	56.79	11.75	2.7	188.65	10.25	7.3	1605.35	440.46	50.12	4.22	1.21	0.61	46.53	488.58
PF3D7_1035800	PF3D7_1035800.1	53.69	4.03	13.13	17.8	6.32	3.3	0.52	5.36	0.18	1.29	311.96	0.17	1.64	3.04	5.61	15.39	74.43	68.91	2.88	12.97	32.79	5.44	5.25	30.44	79.52	25.65	44.47	8.02	5.77
PF3D7_1035900	PF3D7_1035900.1	698.57	3840.13	22.86	37.18	148.87	1.7	4.96	1809.51	2.36	1.63	0.42	0.03	3.13	3377.25	415.12	83.89	17.05	9.44	204.7	5.31	14.74	5292.81	1813.93	183.25	19.91	14.49	12.8	42.2	1650.76
PF3D7_1036000	PF3D7_1036000.1	127.74	604.71	4.31	27.98	113.8	2.34	16.71	107.41	2.52	1.07	0.64	0.31	0.84	1972.5	511.58	101.58	19.25	7.43	38.94	9.99	11.35	1722.28	646.08	72.24	7.9	5.77	2.39	19.23	97.91
PF3D7_1036300	PF3D7_1036300.1	10.58	12.22	0.25	1.9	1.5	0	0	4.42	0.09	0.13	0	0	1.73	223.25	49.81	14.71	6.33	3.4	5.97	0.96	2.09	194.39	65.04	10.37	3.58	2.06	2.15	1.59	22.94
PF3D7_1036400	PF3D7_1036400.1	2.16	1.65	0	0.15	0.32	0.08	0	2.06	0	0.71	0.92	0.22	1.73	34.22	15.92	2.74	1.57	0.53	0.07	0.22	0.3	22.04	7.03	1.36	0.47	0	0.18	0.06	3.52
PF3D7_1036500	PF3D7_1036500.1	205.09	602.12	12.51	42.12	107.06	2.42	1.04	108.99	1.29	1.57	0.16	0.63	1.92	899.37	186.63	33.72	7.34	7.53	10.39	13.98	20.33	1285.06	442.8	53.59	8	21.99	16.03	20.19	92.05
PF3D7_1036600	PF3D7_1036600.1	10.75	23.87	59.87	1.94	5.97	22.76	24.71	11.88	15.03	15.01	18.81	5.35	2.9	11.84	2.08	1.25	0.61	10.33	47.95	72.56	52.23	28.4	6.54	2.26	2.69	157.39	53.73	139.54	75.05
PF3D7_1036700	PF3D7_1036700.1	5.71	10.45	66.49	0.75	0.54	8.04	22.34	9.14	49.89	43.08	11.82	5.42	1.59	8.23	5.03	5.6	16.99	128.27	69.49	114.65	183.1	24.17	13.19	21.53	113.59	417.17	423.22	180.82	101.29
PF3D7_1036800	PF3D7_1036800.1	19.78	132.49	136.2	2.63	17.12	14.82	36.88	45.65	5.83	3.28	5.63	11.25	1	16.39	5.57	3.68	1.23	3.95	168.21	91.15	22.29	51.1	12.38	4.7	3.51	81.65	11.6	228.32	248.74
PF3D7_1036900	PF3D7_1036900.1	611.21	117.75	289.33	72.73	13.58	30.13	4.97	63.02	7.77	15.54	89.39	41.68	31.2	384.61	461.49	557.27	394.02	447.24	223.86	327.83	350.97	851.48	1294.65	1124.63	974.57	713.09	869.08	701.42	392.1
PF3D7_1037000	PF3D7_1037000.1	5.07	12.24	25.2	0.9	1.69	2.91	1	18.51	1.05	1.59	2.26	3.2	3.36	5.82	3.56	2.54	1.54	7.14	46.12	58.73	31.65	19.44	7.07	4.97	3.1	99.79	32.59	125.52	80.42
PF3D7_1037100	PF3D7_1037100.1	10.98	28.83	142.77	1.5	2.37	16.08	12.9	8.74	3.41	4.66	9.41	20.62	1.16	5.25	2.49	4.3	17.78	77.05	35.77	98.71	121.78	7.96	3.63	7.39	48.75	198.42	155.87	117.69	40.93
PF3D7_1037200	PF3D7_1037200.1	3.14	1.51	2.82	1.19	0	0.46	1.07	1.07	5.19	6.25	8.9	0.21	0.11	1.9	0.96	0.47	0.73	1.06	1.65	2.7	1.75	4.12	2.95	1.71	2.09	5.14	2.03	6.26	6.57
PF3D7_1037300	PF3D7_1037300.1	324.28	65.24	407.66	22.04	6.21	28.87	173.25	22.39	199.98	21.49	65.65	78.08	1.48	34.69	202.05	384.66	536.33	502.64	177.57	471.12	577.06	37.32	150.84	485.63	568.01	576.11	515.84	373.95	125.5
PF3D7_1037400	PF3D7_1037400.1	9.27	48.38	16.74	1.02	3.92	0.95	0.57	2.88	0.73	0.41	2.5	0.84	8.74	59.33	6.39	1.89	1.34	18.12	13.95	23.69	38.18	107.4	34.28	2.99	7.43	73.7	57.69	27.88	46.87
PF3D7_1037500	PF3D7_1037500.1	56.79	449.52	20.6	7.11	51.23	4	5.89	56.84	5.48	13.67	16.58	7.19	12.12	88.46	13.2	5.12	1.88	6.02	22.47	7.82	6.26	131.7	45.7	5.55	2.01	14.3	8.49	14.31	92.32
PF3D7_1037600	PF3D7_1037600.1	165.26	124.05	183.02	30.48	15.43	26.37	3.67	40.77	2.6	27.47	96.57	15.22	2.77	31.13	55.26	64.69	67.46	72.07	52.9	73.51	74.2	61.58	81.58	99.38	110.29	143.36	137.11	115.4	81
PF3D7_1037700	PF3D7_1037700.1	209.27	24.14	103.04	14.93	2.48	7.84	53.75	11.27	18.45	4.62	14.99	9.06	1.37	9.21	43.84	80.31	55.87	47.98	28.92	28.98	30.25	19.54	73.16	120.57	112.44	49.76	55.52	42.54	33.86
PF3D7_1037800	PF3D7_1037800.1	2.8	2.15	1.5	1.79	0.54	0.95	0.66	0.69	4.05	3.44	10.95	0.54	1.94	2.43	1.58	1.01	0.9	1.44	1.37	2.06	1.22	4.69	3.82	2.66	1.16	2.57	1.45	2.57	7.99
PF3D7_1037900	PF3D7_1037900.1	12.59	16.9	11	2.92	1.77	1.92	5.11	5.43	3.87	1.4	2.88	2.94	0.75	11.63	4.9	4.05	6.24	7.33	18.96	11.37	6.79	32.59	11.6	6.37	13.58	21.82	14.18	27.13	51.83
PF3D7_1038000	PF3D7_1038000.1	1009.4	1910.08	1294.86	87.89	129.96	96.08	2184.2	1400.57	436.91	45.85	77.77	59.78	13.14	1754.39	1915.49	1802.23	1491.02	1297.99	2841.38	1719.66	1486.77	1948.03	1786.05	1674.32	1394.61	1522.21	1307.57	1830.83	3338.29
PF3D7_1038000	PF3D7_1038000.2	1009.4	1910.08	1294.86	87.89	129.96	96.08	2184.2	1400.57	436.91	45.85	77.77	59.78	13.14	1754.39	1915.49	1802.23	1491.02	1297.99	2841.38	1719.66	1486.77	1948.03	1786.05	1674.32	1394.61	1522.21	1307.57	1830.83	3338.29
PF3D7_1038100	PF3D7_1038100.1	30.96	14.94	41.84	7.08	8.75	11.96	4.84	5.41	2.35	1.34	11.8	7.17	3.08	7.84	15.48	30.4	43.93	55.43	30.37	50.77	58.87	12.14	20.62	53.83	92.58	77.38	89.03	74.34	36.67
PF3D7_1038200	PF3D7_1038200.1	35.62	6.23	27.93	2.1	1.84	4.36	8.21	0	11.8	4.4	6.86	4.71	2	3.92	12.51	26.17	19.44	26.41	14.64	26.99	26.96	7.48	32.53	41.55	48.01	63.83	58.38	37.61	26.28
PF3D7_1038300	PF3D7_1038300.1	0	0.31	0.88	0.66	1.4	0.26	0.56	0	11.4	3.49	11.71	0.67	0.44	1.51	0.35	1.17	0.91	0.96	2.18	2.69	1.69	2.82	1.04	0.76	1.49	5.07	0.75	6.63	12.47
PF3D7_1038400	PF3D7_1038400.1	0.26	0.16	0.37	0.07	0.13	0.21	0.03	0.33	3.26	32.4	13.24	0.08	4.56	2.85	4.48	3.29	4.51	2.37	1.08	3.25	2.36	3.28	3.49	3.54	1.7	1.59	0.9	1.6	4.45
PF3D7_1038500	PF3D7_1038500.1	1.55	6.56	13.05	0.37	1.13	1.66	3.14	2.15	3.62	0.35	1.45	0	1.51	2.16	0.26	0.43	0.74	4.35	8.85	12.64	11.28	3.86	1.3	1.13	3.44	25.74	13.52	19.24	13.29
PF3D7_1038600	PF3D7_1038600.1	0.65	2.94	0.37	0	0	0.11	0.17	0.53	3.14	1.51	0.71	1.93	0.29	4.74	1.76	3.28	9.26	16.87	6.62	10.88	13.63	10.6	3.68	11.6	31.25	33.9	35.59	17.05	19.22
PF3D7_1038700	PF3D7_1038700.1	18.33	1.09	9.52	1.61	0	0.88	4.09	0.18	44.51	3.4	7.96	2.52	0.4	2.6	3.8	3.99	4.5	6.81	7.32	15.78	13.75	3.26	5.48	6.74	7.97	34.24	14.42	21.2	15.86
PF3D7_1038800	PF3D7_1038800.1	120.61	5.22	12.61	10.01	0.41	1.6	0.4	1.21	1.65	1.24	10.22	2.33	2.81	8.51	31.61	51.44	26.17	10.71	6.36	12.17	10.29	21.69	73.51	114.26	45.82	40.84	26.78	25.47	18.06
PF3D7_1038900	PF3D7_1038900.1	5.3	16.2	26.96	1.14	3.66	5.7	9.15	2.42	5.87	1.43	8.79	2.35	1.23	2.12	0.9	0.58	0.58	8.39	18.96	18.69	13.54	5.67	2.33	1.04	2.35	29.16	19.06	40.33	29.07
PF3D7_1039000	PF3D7_1039000.1	277.8	14.74	75.13	30.71	1.53	7.61	1	2.94	0.48	0.24	19.51	0.17	1.12	25	126.11	279.42	266.29	458.42	6.94	47.01	289.12	43.52	256.84	572.41	806.27	254.3	812.59	41.73	12.24
PF3D7_1039100	PF3D7_1039100.1	2.55	5.26	0.17	0.86	0	0.21	1.22	3.26	0.25	1.51	0.78	0.47	3.7	25.67	10.41	5.87	9.65	13.04	0.4	1.34	8.58	17.45	12.91	9.52	15.7	4.54	15.94	1.51	5.1
PF3D7_1039200	PF3D7_1039200.1	0	0	1.39	0	0	0	42.05	0	1.91	0.65	0	0.67	0.73	0.26	0.57	0.63	0.6	19.82	0.54	10.83	43.62	0	0	0	2.59	17.05	24.48	6.63	3.19
PF3D7_1039400	PF3D7_1039400.1	0	0	0.21	1.09	0	0	0.15	0	0	0.07	0.18	1.56	0.54	0.18	0.19	0	0.14	0.1	0.09	0	0	0	0	0	0.17	0	0	0.32	2.32
PF3D7_1039600	PF3D7_1039600.1	0	0	0	0	0	0	0	0.39	3.92	3.33	0.34	0.65	3.22	0.57	2.01	1.55	2.2	1.44	0.22	0.2	0.48	0	1.72	2.36	1.98	0	0.74	0.26	1.45
PF3D7_1039700	PF3D7_1039700.1	0	0	0	0	0	0	16.66	1.87	0.31	0	0	0.34	2.9	1.19	0.55	10.04	15.45	21.82	2.56	3.77	14.48	1.22	1.64	8.43	26.59	4.01	15.05	2.47	3.81
PF3D7_1039800	PF3D7_1039800.1	9.15	2.85	2.48	1.55	0	0	2.39	0.94	0.62	0.14	12.33	0	0	71.75	165.27	188.36	117.85	85.38	1.95	4.64	31	28.96	83.54	85.85	58.14	7.43	26.67	2.79	5.56
PF3D7_1039900	PF3D7_1039900.1	26.08	1.3	0.98	1.37	0	0	17.2	4.93	0.93	0.85	12.41	1.32	0.78	194.59	449.79	654.36	453.58	361.87	14.47	31.3	116.89	109.78	294.42	389.91	321.67	35.41	130.92	13.43	8.06
PF3D7_1040000	PF3D7_1040000.1	0.68	0	0	0	0	0	0.19	0	0.2	0	0	0	0	0.11	0.71	0.4	0.25	0.37	0.28	0.08	0.25	0	0.26	0.52	0	0	0.38	0	1.56
PF3D7_1040100	PF3D7_1040100.1	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0.26
PF3D7_1040200	PF3D7_1040200.1	0	0	1.18	0	0	0	1	0.26	0	0	0.46	0	0.71	0.1	0	0	0.07	0.95	0.05	0.34	1.6	0	0	0	0.38	0.69	1.65	0	0
PF3D7_1040300	PF3D7_1040300.1	3.17	0	0.86	0	0	0.31	0.18	0	0.19	0.26	0	0	0.43	0.42	2.59	2.63	0.8	6.5	0.22	0.15	3.5	0	0.25	0.49	0	0	1.63	0.38	1.06
PF3D7_1040400	PF3D7_1040400.1	0	0	0.33	0.51	0	0	0	0	0	0	0	0	0	0.11	0	0	0.17	0	0	0.08	0.25	0	0	0	0	0	0	0.21	0.69
PF3D7_1040500	PF3D7_1040500.1	0.7	0.42	0.27	0	0.32	0.27	0.2	0	0.21	0.47	0	0.22	0.46	0.11	0.12	0.27	0	0.13	0.12	0	0	0	0	0	0	0	0	0.2	2.06
PF3D7_1040600	PF3D7_1040600.1	0.55	0	0	0	0	0	0.21	0	0	0	0	0	0.49	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0.44	3.44
PF3D7_1040700	PF3D7_1040700.1	0	0.39	0	0	0	0	0	0.29	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0
PF3D7_1040800	PF3D7_1040800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.16	0	0	0	0.1	0	0	0	0	0	0	0	0	0.27
PF3D7_1040900	PF3D7_1040900.1	0	0	0	0	0.36	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0.09	0.14	0	0	0	0	0	0.22	0	0.51
PF3D7_1041000	PF3D7_1041000.1	0.66	0	0	0	0	0	0.19	0	0	0	0.25	0	0.43	0.11	0.46	0.26	0	0	0	0.15	1.07	0	0.26	0.75	0	0.19	0	0	0.65
PF3D7_1041100	PF3D7_1041100.1	0	0	0.35	2.33	0	0	0	0	0	0	0	0	0.48	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	1.2
PF3D7_1041200	PF3D7_1041200.1	2.27	2.39	0.5	3.41	0	0.25	0.56	0.58	0	0.53	0	0	1.01	1.28	1.38	1.28	0.57	0.59	2.65	0.61	0.24	1.01	0.51	0.75	0.21	0.19	0	0.77	4.75
PF3D7_1041300	PF3D7_1041300.1	15.09	56.27	24.08	2.84	5.77	3.02	2.96	42.25	1.77	1.72	3.57	0.37	7.56	40.66	13.46	8.95	15.72	42.1	32.73	17.52	37.28	18.2	8.75	7.3	15.72	11.43	20.33	11.15	25.68
PF3D7_1100100	PF3D7_1100100.1	11.13	50.91	13.45	5.1	6.86	1.49	2.59	34.66	2.71	6.59	3.81	0.15	5.36	23.5	9.32	5.69	9.56	20.11	22.99	9.95	14.74	13.64	5.92	5.29	9.87	5.34	9.31	8.26	21
PF3D7_1100200	PF3D7_1100200.1	1.1	1.88	1.23	0.2	0.44	0.45	1.36	5.26	2.6	1.44	4.05	0.02	1.68	1.64	1.36	0.65	1.2	2.5	1.9	1.32	3.17	1.89	1.52	1.06	1.43	1.93	2.74	0.96	2.95
PF3D7_1100300	PF3D7_1100300.1	0.72	0	0	0	0	0.83	0	0	0	0	0	0	2.68	0	0.25	0.28	0	0	0.24	0	0.13	0	0	0	0.23	0	0.2	0	3.3
PF3D7_1100400	PF3D7_1100400.1	0	0	0	0	0	0.71	0	0	0	0	0	0	0.25	0	0	0	0	0	0.06	0.09	0	0	0	0	0	0	0	0	0
PF3D7_1100500	PF3D7_1100500.1	0	0	2.2	0	0	0	0.21	0	0.22	0	0	0	1.15	0	0.13	0.14	0.37	3.36	0.13	0.95	3.64	0	0	0	0	0	1.04	0.22	0
PF3D7_1100600	PF3D7_1100600.1	0	0.52	1	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0.11	0.62	0.22	0	0	0	0	0	0	0	0.24	0.25	3.13
PF3D7_1100700	PF3D7_1100700.1	0	0	0.33	0.85	0	0	0.24	0	0.25	0.23	0	0	0.28	0	0	0	0	0.15	0	0	0.15	0	0	0	0.81	0.25	0.48	0.5	3.9
PF3D7_1100800	PF3D7_1100800.1	0	0	0.55	0	0.33	0.69	11.38	0.32	0.64	0	0	0.07	0.24	0	0.25	0.14	0.09	1.56	0.18	0.25	1.69	0	0.28	0.27	1.61	2.74	6.65	0.84	2.84
PF3D7_1100900	PF3D7_1100900.1	0	0	0.34	0	0	0.34	0	0	0.77	1.52	0.57	0	1.25	0.14	0.76	0.34	0	0	0.22	0	0.32	0	0.34	0	0.84	0.26	0.24	0	0.86
PF3D7_1101000	PF3D7_1101000.1	0	1.68	0	1.82	0	0	6.18	41.38	1.61	4.17	14.04	0	22.59	4.13	1.91	2.84	2.95	9.53	13.31	8.84	7.92	2.11	0	0	0.58	2.13	1.02	4.81	7.79
PF3D7_1101100	PF3D7_1101100.1	1.53	0.32	0.92	3.76	1.47	0.33	0.39	0	0.21	0.56	0	0	2.39	0.68	0.37	0.54	0.35	0.25	1.41	0.32	0	0	0	0	0	0	0.39	0.41	1.84
PF3D7_1101200	PF3D7_1101200.1	0.5	0	0	0.5	0	0	0	0.3	0.2	0.18	0	0	1.35	0.11	0	0.13	0.09	0.12	0	0.08	0.62	0	0	0	0	0	0.19	0	0.67
PF3D7_1101300	PF3D7_1101300.1	0.54	0	0.28	0.74	0	0.35	0.63	0.33	0	0.1	0	0	1.7	0.24	1.03	0.43	0.92	1.06	0	0.43	0.8	0	0	0	0.71	0	1.24	0	1.21
PF3D7_1101400	PF3D7_1101400.1	0.99	0	0	0	0	0.65	0	0.3	0	0.09	0	0	0.45	0.55	2.37	1.58	0.93	0.61	0.23	0.16	0.61	0	0.53	0.77	1.08	0	0.19	0	0.89
PF3D7_1101500	PF3D7_1101500.1	50.6	2.98	4.13	6.84	0	0.61	6.25	2.46	1.17	0.74	7.24	0.07	1.04	216.74	518.55	760.86	516.42	421.28	17.06	38.42	134.2	139.06	355.02	445.65	379.03	42.12	145.76	18.99	9.87
PF3D7_1101600	PF3D7_1101600.1	35.61	1.12	0	0	0	0	1.19	0.94	0.62	0.14	5.07	0.19	0	69.36	154.16	185.89	116.14	85.95	2.31	5.25	27.75	33.45	75.72	79.4	59.49	8.36	24	3.1	4.17
PF3D7_1101700	PF3D7_1101700.1	0	0	0.99	0	0	0	18.74	1.41	0	0.14	0	0.19	2.9	0.34	0.74	2.87	2.1	4.93	0.27	0.85	3.43	0	1.23	3.61	13.46	7.09	9.44	0.62	2.08
PF3D7_1101800	PF3D7_1101800.1	1.49	0	0.41	2.12	0	0	0	1.54	11.21	7.08	0	0.91	1.42	1.96	1.81	3.36	2.9	3.11	0.36	0.8	1.41	1.33	3.02	2.63	1.1	0.51	1.21	0.51	4.82
PF3D7_1101900	PF3D7_1101900.1	0	0	0	0	0	0	0	0	0	0	0.56	0	0.56	0.83	0.6	0.67	0.64	0.31	0	0	0	0	0	0	0	0	0	0	2.81
PF3D7_1102100	PF3D7_1102100.1	0	0	2.91	0	0	0	41.59	0	1.91	0.65	0	0	1.96	0.26	0.57	0.63	0.6	20.12	0.54	10.64	44.21	0	0.63	0.62	6.21	19.89	28.56	5.21	3.72
PF3D7_1102200	PF3D7_1102200.1	0.63	1.11	0.17	0	0	0	0.73	3.64	0.38	2.03	1.83	0.2	2.61	20.02	7.69	4.19	7.13	9.78	0.22	0.94	6.63	11.13	5.03	5.75	10.05	2.65	8.21	0.25	4.25
PF3D7_1102300	PF3D7_1102300.1	8.57	0.18	1.64	1.62	0	0.15	0	2.23	1.59	22.75	0	0	2.68	23.35	131.02	70.54	80.36	56.27	2.49	5.74	19.05	73.61	415.7	214.09	146.88	20.76	50.23	11.97	14.19
PF3D7_1102400	PF3D7_1102400.1	59.54	71.66	70	6.77	8.02	8.46	16.08	5.17	3.37	5.83	34.93	3.49	11.68	41.78	26.05	47.14	40.21	81.56	45.22	57.22	68.73	69.07	67.42	82.93	118.11	113.89	129.03	93.72	71.39
PF3D7_1102500	PF3D7_1102500.1	23.7	17.93	83.08	2.88	2.73	11.26	0.48	1.15	8.67	6.46	5.56	12.1	1.16	35.38	650.8	1056.26	677.49	418.58	80.96	153.2	225.21	103.47	2369.93	4513.41	2558.16	647.21	1050.3	426.25	220.45
PF3D7_1102600	PF3D7_1102600.1	79.7	31.44	26.71	12.89	7.76	8.04	1.3	0.91	2.72	0.34	0.17	1.13	2.27	4.23	3.76	4.49	1.78	13.66	28.42	44.81	34.01	3.56	7.97	5.27	3.27	91.15	34.87	75.91	58.92
PF3D7_1102700	PF3D7_1102700.1	2174.45	938.83	37.69	311.67	132.13	5.06	8.54	17.35	7.05	1.34	271.24	0.4	0.3	2067.85	1678.41	906.03	722.99	230.92	9.64	33.8	92.1	2458.91	2043.7	1440.86	976.57	90.85	173.34	29.57	30.6
PF3D7_1102800	PF3D7_1102800.1	10342.51	3900.09	105.68	2236.46	720.22	22.05	35.47	118.55	30.27	4.18	1002.52	0.48	0.98	24474.72	24854.21	14261.39	6053.2	1693.37	88.63	212	630.84	18926.13	19520.28	10801.17	4222.34	322.21	777.5	119.15	205.84
PF3D7_1102900	PF3D7_1102900.1	118.95	5.55	12.73	10.94	1.21	0.31	2.04	1.07	0	0.11	18.34	0	0.26	24.28	37.19	18.57	2.49	2.31	0.61	2.5	6.09	83.51	109.21	24.14	6.92	12.91	12.58	3.29	5.8
