Gene ID	source_id	sense - ring	sense - schizont	sense - troph	antisense - ring	antisense - schizont	antisense - troph	sense - Late Trophozoite	sense - Schizont	sense - Gametocyte II	sense - Gametocyte V	sense - asexual blood stages	sense - midgut oocysts	sense - salivary gland sporozoites	sense - 40-5 hours post-invasion	sense - 2-10 hours post-invasion	sense - 7-15 hours post-invasion	sense - 12-20 hours post-invasion	sense - 17-25 hours post-invasion	sense - 32-40 hours post-invasion	sense - 27-35 hours post-invasion	sense - 22-30 hours post-invasion	sense - T05	sense - T10	sense - T15	sense - T20	sense - T30	sense - T25	sense - T35	sense - T40
PF3D7_1319100	PF3D7_1319100.1	322.57	87	68.3	20.32	5.31	4.21	19.66	24.2	6.45	4.79	56	12.96	14.8	72.41	124.8	160.04	65.33	33.98	42.48	36.07	29.05	202.54	274	250.9	117.05	65.76	53.3	79.51	96.33
PF3D7_1319200	PF3D7_1319200.1	11.15	1.54	5.45	2.11	0.58	0.7	0.06	1.3	2	4.85	56.7	2.28	6.79	2.74	3.23	4.08	2.24	5.64	2.63	3.41	4.04	6.78	7.01	8.07	6.48	8.57	12.81	3.89	8.07
PF3D7_1319300	PF3D7_1319300.1	366.65	34.39	128.58	54.86	4.29	16.65	7.24	5.04	2.84	4.28	25.22	22.37	0.82	62.21	140.18	170.86	128.62	142	24.5	61.24	120.06	124.45	236.88	243.25	245.37	156.3	212.23	79.92	34.13
PF3D7_1319400	PF3D7_1319400.1	36.56	158.16	197.58	4.56	18.53	27.76	11.52	99.88	9.63	15.93	48.93	10.05	22.44	54.4	23.06	15.68	17.59	21.26	296.33	202.52	84.89	200.68	67.36	31.35	26.43	312.11	111.42	641.77	726.33
PF3D7_1319500	PF3D7_1319500.1	2.2	10.37	28.98	0	0.76	1.71	6.84	1.13	5.27	0.51	1.23	6.62	0.85	3.92	2.23	2.73	5.87	34.91	27.07	35.6	37.83	7.87	6.94	3.4	39.92	79.47	76.78	98.19	71.22
PF3D7_1319600	PF3D7_1319600.1	0.54	4.71	2.27	0.07	0.45	0.27	0.48	10.78	2.15	6.1	27.26	2.09	3.38	6.1	3.42	3.4	2.38	3.07	7.82	2.92	2.2	14.08	8.5	5.47	3.79	4.67	2.32	6.98	24.58
PF3D7_1319700	PF3D7_1319700.1	2.12	14.48	26.75	0.17	1.62	1.75	6.9	3.55	3.81	1.99	5.33	4.08	1.3	2.7	0.86	1.51	0.85	1.78	19.67	20.03	11.73	9.51	7.13	2.15	0.9	35.81	9.74	52.2	34.89
PF3D7_1319800	PF3D7_1319800.1	3.33	2.48	5.62	0.43	0.35	0.56	3.83	1.84	746.19	160.38	123.19	2.78	1.82	9.27	7.74	10.22	6.31	5	8.37	8.17	5.45	14.79	15.15	12.14	9.05	11.05	6.45	8.47	9.5
PF3D7_1319900	PF3D7_1319900.1	2.46	2.01	11.84	0.45	0.17	1.04	1.16	0.66	0.15	1.81	7.95	0.64	1.75	0.66	0.66	0.77	0.51	2.04	3.67	5.51	4.75	1.9	1.91	1.56	2.52	16.56	7.4	9.56	7.81
PF3D7_1320000	PF3D7_1320000.1	238.75	99.61	68.42	15.95	13.52	11.85	17.78	42.84	2.34	4.93	65.65	11.01	61.79	115.5	147.19	230.4	133.77	66.56	62.07	59.48	42.94	244.76	375.89	378.96	262.12	128.32	114.74	125.6	143.82
PF3D7_1320100	PF3D7_1320100.1	8.22	45.08	70.47	13.34	11.67	11.61	136.32	68.55	43.82	7.12	3.25	4.12	1.5	8.7	3.58	1.09	0.7	10.05	103.64	73.99	34.7	23.98	5	1.07	1.28	60.12	26.64	123.37	130.53
PF3D7_1320200	PF3D7_1320200.1	8.09	26.42	60.29	0.82	2.6	6.44	16	18.28	4.7	20.49	41.49	3.99	2.16	4.67	2.15	2	1.28	13.55	31.15	29.79	22.54	10.99	4.77	3.79	5.93	44.22	30.26	49.4	42.25
PF3D7_1320300	PF3D7_1320300.1	26.51	23.26	85.49	2.04	2.74	8.16	4.56	7.91	1.07	0.66	1.83	6.85	22.54	5.97	5.59	29.28	27.38	48.81	40.03	61.88	53.66	17.26	12.42	70.36	86.36	149.41	103.55	139.09	69.01
PF3D7_1320400	PF3D7_1320400.1	18.3	13.34	74.88	2.92	4.58	9.02	11.64	8.47	3.34	2.25	1.9	4.14	5.28	4.4	7.13	28.39	30.08	45.87	36.31	57.98	57.22	13.1	14.45	70.95	84.84	135.9	100.52	114.1	57.62
PF3D7_1320500	PF3D7_1320500.1	40.08	51.61	130.31	4.33	6	10.15	59.32	8.75	21.53	10.22	12.29	6.05	1.37	6.45	7.33	41.38	59.57	69.53	58.48	73.37	60.93	16.36	9.86	89.3	161.51	138.37	140.28	152.86	90.27
PF3D7_1320600	PF3D7_1320600.1	203.81	249.11	171.95	11.16	14.21	11.78	136.31	61.69	87.2	20.59	38.94	19.79	7.71	286.81	121.74	153.82	127.76	144.56	104.28	135.21	132.98	260.96	171.77	172.8	170.69	188.83	172.23	159.46	144.77
PF3D7_1320700	PF3D7_1320700.1	19.26	189.25	30.68	2.34	13.75	2.21	1.12	72.93	5.21	8.29	18.19	3.17	1.78	73.1	8.77	3.54	1.7	2.31	89.06	23.64	10.45	207.45	56.69	10.28	4.96	50.12	11.67	87.2	410.47
PF3D7_1320800	PF3D7_1320800.1	19.33	81.86	290.71	5.24	11.93	51.78	58.64	22.47	12.84	24.42	11.05	90.89	18.31	8.97	3.19	2.12	0.96	17.44	78.68	126.69	81.86	18.12	7.5	2.94	2.8	203.95	85.48	227.92	100.85
PF3D7_1320900	PF3D7_1320900.1	85.21	38.82	148.66	17.62	6.05	11.04	110.82	15.87	95.82	60.64	14.72	8.68	0.59	11.41	78.79	117.32	88.49	76.32	67.21	98.9	112.62	15.48	49.27	112.82	93.18	99.69	104.92	109.16	57.44
PF3D7_1321000	PF3D7_1321000.1	0.52	3.68	0.27	6.97	33.77	1.16	0	0.96	1.06	6.15	113.51	0.03	0.67	0.46	0.63	0.7	1.16	0.9	0.78	1.49	1.88	4.55	4.73	7.5	7.2	5.65	5.31	3.56	6
PF3D7_1321100	PF3D7_1321100.1	21.65	170.75	4.48	1.87	13.92	0.48	0.49	88	1.43	0.3	0.52	0.66	1.97	131.03	15.25	3.96	1.16	0.73	69.22	3.13	1.54	287.44	69.6	7.22	1.61	5.17	1.37	14.23	283.13
PF3D7_1321200	PF3D7_1321200.1	53.33	89	72.7	10.27	14.89	13.31	99.32	48.63	43.84	45.82	29.08	6.65	19.47	55.01	93.33	113.99	114.64	155.61	162.62	136.28	131.34	73.31	91.06	137.17	148.82	123.78	178.06	155.52	196.77
PF3D7_1321300	PF3D7_1321300.1	27.88	11.87	13.45	2.74	2.09	1.75	0.82	3.99	0.63	0.75	8.2	3.88	3.46	78.15	79.88	108.37	66.87	72.5	36.43	56.93	60.15	152.15	220.79	205.17	160.21	122.4	127.3	91.94	64.79
PF3D7_1321400	PF3D7_1321400.1	128.5	258.21	72.86	18.36	25.24	13.31	34.35	13.16	12.13	2.43	5.06	6.75	7.16	211.54	66.91	64.51	41.01	58.53	61.89	43.75	39.05	260.09	193.32	106.05	107.49	71.19	74.44	97.23	104.06
PF3D7_1321500	PF3D7_1321500.1	53.1	491.17	97.98	9.42	65.9	14.21	15.11	227.42	5.36	3.17	0.35	2.84	2.54	97.37	11.02	3.73	1.71	9.76	163.01	41.12	13.53	232.26	52.02	5.05	7.84	40.66	20.04	152.12	516.8
PF3D7_1321600	PF3D7_1321600.1	3.88	7.64	0.3	2.98	0.67	0	0.54	4.94	2.44	3.97	1.16	1.3	4.01	3.34	1.55	0.74	0.04	0.34	1.89	0.66	0.17	12.24	2.84	0.85	0.3	1.11	0.36	1.95	9.49
PF3D7_1321700	PF3D7_1321700.1	249.15	92.42	289.55	46.05	14.72	46.79	5.27	37.43	13.95	11.03	51.67	16.77	20.64	158	471.42	522.55	452.62	512.05	260.05	401.79	512.84	265.9	608.12	711.05	614.62	502.18	727.35	617.49	371.56
PF3D7_1321800	PF3D7_1321800.1	282	131.82	121.57	26.17	14.84	12.17	76.94	42.88	25.86	4.27	19.59	4.66	4.84	111.2	125.97	164.18	110.43	130.79	71.08	60.58	80.73	163.87	228.17	207.06	215.13	109.09	156.28	109.49	111.6
PF3D7_1321900	PF3D7_1321900.1	396.77	797.6	140.73	35.14	58.32	12.49	38.3	19.92	16.52	1.36	8.99	2.01	2.44	686.22	181.31	131.82	82.7	89.77	44.15	78.58	80.87	1259.68	779.7	312.06	271.84	204.77	191.49	148.95	119.59
PF3D7_1322000	PF3D7_1322000.1	28.81	148.46	163.94	4.44	18.9	20.2	87.16	49.2	6.99	6.32	24.79	7.21	10.37	78.37	18.95	5.6	2.1	6.74	114.59	79.86	25.59	83.04	25.68	3.22	0.96	60.98	14.86	133.44	134.97
PF3D7_1322100	PF3D7_1322100.1	160.45	15.06	39.95	21.75	1.92	6.04	1.9	4.62	3.27	5.39	20.45	10.06	32.58	86.2	138.2	135.06	78.62	65.08	15.98	36.06	53.85	204.36	287.49	226.68	160.7	82.17	109.96	61.04	24.52
PF3D7_1322200	PF3D7_1322200.1	10.41	81.35	65.99	1.33	7.88	6.5	4.5	90.14	7.19	17.56	51.2	16.06	28.12	20.74	4.26	3.33	7.25	25.74	87.71	61.54	41.67	62.97	18.49	6.57	22.81	87.39	64.23	150.41	197.76
PF3D7_1322300	PF3D7_1322300.1	6.46	22.03	74.55	0.42	1.72	5.43	4.89	13.08	2.67	3.13	47.68	7.77	19.66	5.33	4.72	4.26	4.74	17.22	56.43	83.55	53.73	10.22	5.12	6.36	15.27	148.28	66.12	155.1	83.9
PF3D7_1322400	PF3D7_1322400.1	0.9	1.22	1.45	0	0.48	0	1.53	2.01	7.88	15.93	8.45	16.45	171.93	9.16	6.73	14.27	22.73	32.45	11.92	13.21	23.82	5.06	7.04	26.38	59.43	27.81	49.82	22.13	16.95
PF3D7_1322500	PF3D7_1322500.1	49.55	340.6	86.59	5.38	34.83	9.11	97.02	156.84	40.2	23.82	30.73	9.08	132.7	81.88	12.14	4.9	2.19	2.08	164.22	43.28	6.96	148.32	39.15	8.15	3.97	35.03	4.62	133.46	345.8
PF3D7_1322600	PF3D7_1322600.1	8.98	82.26	9.6	1.53	16.62	3.34	7.24	33.79	0.86	1.09	1.38	4.21	21.47	16.55	2.04	1.58	0.52	0.99	21.95	7.9	5.52	43.67	9.09	2.1	0.93	19.18	3.45	19.29	74.54
PF3D7_1322700	PF3D7_1322700.1	6.49	12.19	48.41	1.23	0.65	3.97	5.73	4.65	20.13	42.11	36.13	28.88	36.54	3.78	3.76	3.71	1.91	2.32	15.16	24.46	13.23	6.63	3.82	1.87	1.77	53.77	16.01	50.74	25.44
PF3D7_1322800	PF3D7_1322800.1	0.69	9.09	35.26	0	0.41	1.19	13.28	3.38	25.52	2.32	2.64	10.46	10.56	5.93	3.39	2.69	2.41	3.24	30.7	21.95	11.89	4	2.42	0.53	0.22	25.3	4.65	27.34	21.82
PF3D7_1322900	PF3D7_1322900.1	16.37	10.62	26.48	84.23	5.73	10.35	25.36	2.06	212.28	640.1	170.21	2.96	4.08	5.54	8.74	3.6	5.98	3.84	10.72	13.03	5.69	9.64	16.2	16.93	10.65	16.52	5.19	15.99	12.77
PF3D7_1323000	PF3D7_1323000.1	229.8	9.24	36.74	25.25	4.28	4.05	33.76	6.12	9.99	2.27	6.63	24.34	1.98	4.45	27.58	13.38	15.13	12.77	5.86	12.69	9.95	4.49	14.4	22.57	17.24	13	10.96	8.98	9.39
PF3D7_1323100	PF3D7_1323100.1	1443.89	365.75	1443.85	122.53	28.38	118.44	723.12	121.98	124.72	33.81	90.73	139.25	4.16	78.62	496.25	791.04	976.06	1109.59	544.43	716.19	952.07	114.07	419.8	848.51	1159.14	824.52	1207.44	735.07	378.07
PF3D7_1323200	PF3D7_1323200.1	183.87	155.9	344.72	25.84	26.89	58.71	368.92	95.82	154.78	86.56	39.81	30.04	35.9	36.71	143.94	200.32	394.54	294.62	332.18	280.48	285.83	38.95	59.85	171.52	215.22	185.75	217.34	238.95	213.64
PF3D7_1323300	PF3D7_1323300.1	29.32	52.4	90.04	303.9	81.48	321.02	25.15	17.65	10.22	7.37	6.83	7.54	2.15	8.88	5.31	6.21	10.06	13.52	49.9	41.29	18.36	20.25	4.84	6.52	9.94	41.99	18.3	97.71	86.26
PF3D7_1323400	PF3D7_1323400.1	1235.73	365.29	1305.7	97.63	37.58	112.5	885.93	195.28	153.79	27.98	139.32	173.07	11.81	180.79	776.81	1399.5	1413.88	1594.07	866.88	1060.1	1273.41	593.3	1947.86	3400.38	4033.34	2463.28	3777.71	2497.26	1246.4
PF3D7_1323500	PF3D7_1323500.1	158.57	127.21	189.77	18.46	12.77	22.16	101.94	57.26	8.4	6.27	54.6	37.75	33.27	15.11	50.79	107.23	101.37	95.72	111.74	90.88	75.77	51.85	110.91	201.73	242.03	155.04	147.27	236.56	220.36
PF3D7_1323600	PF3D7_1323600.1	16.62	65.77	163.38	4.83	8.56	18.46	84.51	23.58	18.27	38.2	39.41	51.83	20.11	2.51	1.56	0.91	2.39	29.74	54.04	61.48	49.39	11.03	4.38	2.86	17.08	98.55	73.05	130.89	73.67
PF3D7_1323700	PF3D7_1323700.1	310.09	2863.9	108.74	89.26	537.39	24.8	311.82	1222.02	367.43	58.32	17.68	1.47	3.3	1186.35	186.31	44.76	15.14	7.58	859.86	69.51	15.69	1040.22	265.57	36.97	7.39	15.42	3.15	137.53	1313.41
PF3D7_1323800	PF3D7_1323800.1	36.14	24.17	33.27	3.74	1.56	2.72	1.37	7.12	0.97	1.77	6.07	3.46	7.05	8.2	24.14	44.95	29.66	28.9	39.49	34.2	25.99	22.49	57.77	87.41	65.54	56.58	46.82	72.92	70.7
PF3D7_1323900	PF3D7_1323900.1	172	35.43	87.95	26.12	3.23	9.76	33.09	17.23	29.47	15.47	25.61	8.46	14.42	52.7	218.18	311.69	262.17	242.11	90.2	141.73	186.73	149.11	492.88	701.71	533.27	284.29	476.2	231.97	208.92
PF3D7_1324000	PF3D7_1324000.1	33.21	5.29	17.98	8.33	1.13	3.82	0.54	2.74	2.02	3.06	20.34	7.7	5.64	6.41	38.62	88.53	93.99	105.7	16.5	46.55	69.78	13.53	58.16	161.8	189.19	112.84	139.45	56.54	30.35
PF3D7_1324100	PF3D7_1324100.1	15	122.61	135.48	8.04	22.61	21.91	42.51	33.11	4.61	1.01	1.99	8.56	1.84	25.31	2.68	1.52	0.45	7.13	109.31	80.48	31.42	64.92	14.86	3.29	1.87	125.04	33.26	186.18	210.39
PF3D7_1324200	PF3D7_1324200.1	60.27	33.19	76.36	9.01	2.53	8.74	22.32	46.42	11.31	47.21	17.58	7.46	3.93	84.34	289.96	339.04	302.92	257.42	200.06	207.87	223.54	205.13	568.11	788.71	602.16	394.61	516.78	603.53	480.77
PF3D7_1324300	PF3D7_1324300.1	4.7	2	5.43	1.01	0.57	0.99	1.01	4.64	1.83	5.92	4.54	2.67	9.46	6.53	7.97	5.09	6.32	12.04	22.68	39.76	32.47	19.29	14.55	8.62	7.37	61.63	30.51	60.62	34.04
PF3D7_1324400	PF3D7_1324400.1	357.31	48.75	90.21	37.05	8.91	25.68	27.1	6.03	29.45	9.69	39.41	12.55	9.93	157.04	305.65	324.57	119.13	85.57	79.77	95.29	85.15	378.25	739.97	480.14	284.66	184.06	193.96	205.46	173.36
PF3D7_1324500	PF3D7_1324500.1	5.99	34.43	110.56	2.25	3.88	11.55	4.66	14.26	4.87	5	8.85	8.45	3.65	4.18	1.83	0.93	0.84	7.92	48.15	62.57	33.8	11.58	4.13	2.37	2.28	103.67	33.66	120.21	63.26
PF3D7_1324600	PF3D7_1324600.1	1.72	12.59	26.24	0	1.28	3.29	2.18	4.79	4.71	17.7	16.15	3.54	3.43	3.98	2.44	1.7	1.23	6.55	35.56	37.03	21.33	7.77	3.6	2.03	1.38	44.92	17.49	55.63	42.7
PF3D7_1324700	PF3D7_1324700.1	162.27	211.69	84.84	21.85	31.29	13.78	72.66	58.29	16.36	7.71	18.29	9.2	1.36	44.09	53.81	57.16	40.21	26.17	62.32	31.75	29.86	84.72	91.47	96.38	83.1	50.74	44.02	81.02	144.12
PF3D7_1324800	PF3D7_1324800.1	44.58	129.26	297.02	7.1	13.59	38.19	78.67	62.55	10.64	2.47	2.58	39.12	5.11	14.48	8.66	12.69	20.5	35.95	108.9	137.46	78.68	26.92	17.98	42.95	45.45	179.81	95.84	237.79	132.02
PF3D7_1324900	PF3D7_1324900.1	2143.95	699.05	4263.21	523.54	161.87	975.35	1925.63	427.53	165.22	27.2	490.97	259.18	139.56	166.55	1619.3	1737.82	2387.15	1949.35	1077.53	3159.25	4003.81	153.76	1021.32	1844.57	1765.78	2602.42	1937.66	1751.25	433.82
PF3D7_1325000	PF3D7_1325000.1	131.37	48.88	184.72	62.47	6.39	29.29	123.79	20.51	32.35	6.8	18.77	23.86	0	28.14	124.16	119.86	167.17	141.19	122.34	186.1	191.97	30.89	87.61	137.36	142.96	189.53	140.15	174.39	87.67
PF3D7_1325100	PF3D7_1325100.1	631.73	175.07	679.54	150.23	35.4	139.76	186.97	94.73	8.66	10.61	31.67	37.1	4.88	132.37	585.97	648.34	635.99	788.42	385.34	713.97	811.82	158.46	502.41	732.71	744.56	895.73	920.32	673.81	342.47
PF3D7_1325200	PF3D7_1325200.1	1.35	1.59	2.18	7.27	4	2.49	2.53	3.29	62.94	33.41	96.04	1.5	1.97	5.35	6.4	3.71	2.66	1.26	0.95	0.9	0.99	6.75	4.24	4.3	4.23	4.33	1.74	2.51	5.11
PF3D7_1325300	PF3D7_1325300.1	0	1.08	4.64	1.32	4.9	4.17	1.53	0.81	2.14	0.49	32.45	2.51	2.41	0.59	0.32	0.35	0.45	1.96	1.67	3.13	2.29	4.19	4.93	3.45	4.05	18.01	9.13	7.42	7.73
PF3D7_1325400	PF3D7_1325400.1	6.75	59.39	16.63	1.12	5.8	1.4	3.03	78.55	3.01	4.68	23	6.52	3.23	48.86	6.83	3.73	1.75	2.08	136.26	44.41	6.91	169.76	40.4	6.76	3.04	40.59	5.67	167.06	442.84
PF3D7_1325500	PF3D7_1325500.1	5.61	22.35	78.69	1.68	4.17	8.4	3.12	4.19	2.01	0.7	0.34	5.43	2.04	2.73	0.91	0.82	0.4	14.5	13.04	31.94	38.22	7.63	2.65	0.99	2.9	89.46	67.54	62.91	30.18
PF3D7_1325600	PF3D7_1325600.1	19.48	206.66	147.09	8.26	53.52	70.46	44.23	69.68	46.23	25.91	39.6	6.08	0	78.92	9.73	2.34	1.5	18.2	185.57	78.82	34.88	124.73	32.81	4.59	2.37	83.53	44.91	132.71	266.78
PF3D7_1325700	PF3D7_1325700.1	5.61	28.81	48.51	7.22	76.89	54.98	29.55	11.09	17.72	2.42	4.69	5.73	1.37	4.83	1.95	1.21	2.45	22.51	45	54.58	35.55	11.38	4.59	1.25	14.78	99.06	54.94	103.15	64.78
PF3D7_1325800	PF3D7_1325800.1	2.45	2.16	16.67	0.59	0.16	1.58	0.34	1.19	1.63	3.52	7.21	3.14	22.61	2.39	2.37	6.46	18.03	93.61	7.66	31.9	92.47	7.46	7.88	23.26	107.51	192.92	301.31	50.92	18.79
PF3D7_1325900	PF3D7_1325900.1	4.39	33.46	27.21	0.88	5.4	5.01	2.26	46.54	3.07	9.13	21.4	10.72	7.12	12.01	3.68	3	1.54	1.86	86.78	40.25	6.62	35.51	9.78	2.47	1.28	34.73	2.65	111.84	161.17
PF3D7_1326000	PF3D7_1326000.1	39.12	368.69	176.21	6.74	57.08	28.57	91.96	58.35	81.23	32.31	8.2	29.3	49.9	43.46	5.49	2.29	2.09	6.97	100.56	45.85	19.27	85.59	19.19	3.84	3.58	64.46	19.15	109.63	150.47
PF3D7_1326100	PF3D7_1326100.1	42.78	73.3	139.74	12.39	17.08	28.28	38.02	27.14	7.29	3.42	8.45	3.99	19.6	38.35	15.43	38.84	57.58	84.86	73.37	121.36	97.64	63.63	24.31	57.03	97.63	165.88	119.14	154.27	113.55
PF3D7_1326200	PF3D7_1326200.1	23.14	23.26	45.8	29.82	44.8	74.7	5.78	12.9	2.05	0.78	4.5	0.96	1.62	4.44	8.25	11.36	16.38	24.51	26.07	33.8	24.96	12.82	16.09	23.41	31.49	44.1	36.26	42.89	43.18
PF3D7_1326300	PF3D7_1326300.1	195.31	71.55	198.14	28.49	10.5	32.6	6.77	73.17	9.31	21.77	8.82	13.08	3.98	76.68	258.9	276.52	262.13	253.42	184.4	245.41	243.52	67.87	147.2	197.82	159.49	141.27	174.41	184.37	109.78
PF3D7_1326400	PF3D7_1326400.1	180.56	50.59	189.3	22.74	7.3	21.69	52.37	16.02	5.88	2.09	12.15	15.09	1.47	9.76	55.78	85.13	76.03	72.52	44.33	69.68	71.3	26.19	101.53	162.94	172.81	170.39	172.04	145.35	78.77
PF3D7_1326500	PF3D7_1326500.1	1.66	5.24	10.12	0.42	0.62	1.11	0.49	3.35	1.74	2.74	24.23	5.14	6.8	6.12	2.61	3.39	1.95	4.45	20.53	25.19	12.79	11.73	5.1	5.32	4.67	44.82	14.99	49.79	43.05
PF3D7_1326600	PF3D7_1326600.1	1.33	11.35	21.81	0.12	0.81	2.18	1.44	16.81	2.01	2.24	11.3	7.04	1.64	9.69	3.48	2.36	1.15	11.03	61.5	68.73	41.66	29.08	9.44	3.72	2.39	111.85	49.27	158.12	117.53
PF3D7_1326700	PF3D7_1326700.1	82.45	88.31	104.44	7.27	4.56	6.5	3.14	9.55	3.17	4.91	56.88	12.48	21.26	30.36	18.21	21.73	21.19	48.89	22.74	33.01	40.76	60.06	49.62	34.37	67.42	85.23	94.72	60.62	53.4
PF3D7_1326800	PF3D7_1326800.1	21.03	17.16	44.85	3.2	1.66	2.85	15.88	6.89	4.81	0.49	4.14	1.25	4.55	7.32	7.91	17.84	14.29	17.99	35.36	24.64	16.81	18.23	28.38	39.13	46.48	52.23	49.65	81.5	73.38
PF3D7_1326900	PF3D7_1326900.1	25.3	14.6	17.14	2.17	0.74	1.66	3.52	3.45	6.29	4.9	7.8	3.13	3.14	29.1	33.82	64.9	38.06	51.47	19.45	32.99	39.25	54.77	104.96	131.75	118.91	98.44	102.22	61.2	35.11
PF3D7_1327000	PF3D7_1327000.1	24.07	7.62	38.46	3.22	0.85	5.9	2.45	2.71	2.07	8.04	13.06	11.57	1.17	8.62	42.84	111.86	110.96	146.96	47.94	112.37	137.28	13.26	47.19	133.49	160.86	189.23	179.26	134.85	53.41
PF3D7_1327100	PF3D7_1327100.1	5.23	0.65	1.54	6.5	2.15	3.12	0.6	0.63	15.26	177.9	130.35	0.76	3.19	0.92	4.46	4.96	2.99	2.42	3.03	6.54	2.05	4.37	8.27	7.56	5.66	4.35	3.17	6.84	10.71
PF3D7_1327200	PF3D7_1327200.1	205.92	19.06	102.81	13.39	1.06	3.68	12.39	1.15	1.71	2.51	16.98	14.79	5.91	13.69	70.34	134.62	92.59	81.38	28.32	68.73	69.35	44.54	200.08	306.86	269.09	189.22	161.97	154.2	54.71
PF3D7_1327300	PF3D7_1327300.1	57.83	129.93	3.8	4.53	12.4	2.5	0.43	41.56	14.01	47.7	19.04	7.69	104.31	1095.54	212.14	65.41	31.92	88.25	28.46	49.46	66.29	1696.67	1029.42	218.45	143.61	169.45	197.6	136.61	201.05
PF3D7_1327400	PF3D7_1327400.1	23.77	156.62	77.05	2.99	20.86	8.65	33.29	45.89	3.15	1.83	3.14	7.96	50.62	60.05	8.19	4.09	3.48	14.8	141.62	76.13	33.19	225.02	49.44	10.53	9.65	122.57	53.45	228.91	443.78
PF3D7_1327500	PF3D7_1327500.1	6.37	62.02	5.56	1.07	6.99	0.39	4.36	22.7	1.21	0.88	1.64	1.48	22.25	18.68	1.94	0.76	0.15	0.26	23.56	3.56	0.74	59.81	11.68	1.96	0.53	2.77	0.69	12.95	88.68
PF3D7_1327600	PF3D7_1327600.1	61.08	128.49	35.99	37.68	29.69	31.23	8.46	9.14	10.11	2.82	185.98	99.84	185.86	115.63	26.35	20.57	20.27	45.26	18.75	31.65	39.87	133.34	55.11	32.12	40.89	49.84	57.42	28.82	24.61
PF3D7_1327700	PF3D7_1327700.1	95.36	28.71	70.6	43.45	82.47	22.91	21.05	6.33	13.97	1.95	13.72	7.81	1.29	14.07	70.4	112.14	55.84	53.5	25.28	57.57	54	44.13	149.69	185.63	129.87	117.58	97.56	101.81	42.79
PF3D7_1327800	PF3D7_1327800.1	186.16	62.21	249.31	19.18	4.88	24.6	50.21	15.82	5.63	5.28	29.82	20.74	1.48	19.48	78.49	105.51	90.34	107.32	46.74	88.37	104.73	42.78	116.09	152.51	170.52	164.33	180.49	133.53	63.47
PF3D7_1327900	PF3D7_1327900.1	2.57	0	0	1.76	0	0	0	0	10.38	3.78	11	0	0.58	0	1.23	0.68	0.22	0	0.15	0.61	0.64	3.39	8.89	4.02	2.25	1.54	0	1.03	6.35
PF3D7_1328000	PF3D7_1328000.1	4.84	27.91	50.21	0.48	1.76	4.66	1.85	15.73	0.93	2.27	76.17	5.39	1.14	2.29	0.99	0.45	0.42	2.2	33.4	30.42	12.68	9.47	2.37	1.06	0.91	50.69	10.53	68.14	57.68
PF3D7_1328100	PF3D7_1328100.1	139.1	314.67	489.82	28.67	60.09	101.8	301.32	151.48	61.57	29.03	31.68	46.34	6.02	49.8	85.73	123.38	174.58	222.23	426.28	393.54	308.88	67.99	59.25	139.29	170.15	297.52	256.82	404.37	337.18
PF3D7_1328200	PF3D7_1328200.1	5.58	29.58	19.34	5.69	21.56	7.91	1.26	38.5	1.24	1.45	6.91	4.56	1.93	13.55	2.67	1.56	1.02	3.9	53.86	32.54	13.26	38.99	9.82	3.2	2.79	45.47	13.66	78.53	109.95
PF3D7_1328300	PF3D7_1328300.1	113.34	570.36	175.21	12.92	60.4	21.84	94.86	122.07	17.49	5.24	9.65	27.65	22.57	224.39	40.85	32.3	47.36	58.65	238.87	120.26	61.61	292.02	104.69	48.95	70.53	113.93	67.35	217.74	425.83
PF3D7_1328400	PF3D7_1328400.1	3.37	4.18	26.5	0.39	2.12	3.25	3.15	1.39	0.92	0.51	3.36	4.97	4.13	5.3	5.54	9.59	16.99	65.89	30.53	68.7	71.13	13.06	8.24	24.37	76.49	168.61	155.21	120.03	50.83
PF3D7_1328500	PF3D7_1328500.1	142.24	107.62	106.83	28.49	16.82	20.39	1.78	20.13	1.01	2.69	10.83	3.58	22.81	41.75	31.29	68.77	58.85	58.26	46.08	50.14	46.78	74.5	93.12	138.16	142.76	105.53	108.64	104.95	77.36
PF3D7_1328600	PF3D7_1328600.1	19.95	10.15	10.04	2.32	0.8	0.26	5.31	3.58	63.41	13.44	21.87	2.31	3.66	9.67	5.29	5.62	5.84	3.39	1.92	3.72	4.62	24.85	13.84	10.49	8.15	10.22	5.27	5.31	9.93
PF3D7_1328700	PF3D7_1328700.1	94.66	17.45	28.19	3.3	23.02	3.09	18.65	7.35	21.44	28.84	89.53	571.76	1315.53	11.76	10.98	16.71	12.32	20.23	12.75	8	9.56	24.19	21.84	64.17	55.92	32.86	34.22	18.37	15.19
PF3D7_1328800	PF3D7_1328800.1	65.14	108.35	18.23	47.16	33.64	33.96	15.1	66.45	69.59	16.21	8.82	1.08	7.19	66.2	30.87	35.35	29.11	34.43	42.5	8.54	17.52	87.27	57.6	53.43	46.06	19.18	35.63	16.71	93.01
PF3D7_1328900	PF3D7_1328900.1	46.85	33.98	47.17	54.1	91.84	16.28	25.02	38.92	11.05	3.12	9.61	5.43	2.35	11.63	14.96	21.92	32.8	45.01	50.64	58.47	46.01	33.09	27.18	75.4	98.14	140.43	105.92	129.47	97.35
